Brand,Model,Price,Currency,Year,Engine Size,Horsepower,Fuel Type,Distance,Color,Body Type,ProdYear,Transmission,Drive Type,New,Seats,Owners,Condition,Market,City
Ford,Fusion (North America),18800,AZN,2017,1.5 L,184,Benzin,85 495 km,Yaş Asfalt,Sedan,2017,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Changan,Qiyuan Q05,28800,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Boz,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Toyota,RAV4,28000,USD,2022,2.0 L,149,Benzin,28 000 km,Boz,"Offroader / SUV, 5 qapı",2022,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
BMW,528,22500,USD,2015,2.0 L,245,Benzin,194 000 km,Göy,Sedan,2015,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Changan,CS 35 Plus,30400,AZN,2024,1.4 L,158,Benzin,0 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2024,Robot,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Mercedes,Vito 111,26200,AZN,2009,2.2 L,116,Dizel,467 958 km,Qara,Minivan,2009,Mexaniki,Arxa,Xeyr,7,0,"Vuruğu yoxdur, rənglənib",Avropa,Bakı
Toyota,Prius,10300,AZN,2009,1.5 L,76,Hibrid,469 928 km,Qara,Liftbek,2009,Variator,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Sumqayıt
Mercedes,C 300,29800,USD,2019,2.0 L,249,Benzin,73 100 km,Qara,Sedan,2019,Avtomat,Arxa,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",,Bakı
Lexus,LX 470,18500,AZN,2002,4.7 L,234,Benzin,270 000 km,Qara,"Offroader / SUV, 5 qapı",2002,Avtomat,Tam,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Changan,Qiyuan Q05,29500,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Lexus,LX 570,79800,USD,2017,5.7 L,367,Benzin,110 000 km,Qara,"Offroader / SUV, 5 qapı",2017,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Hyundai,Custin,54900,AZN,2024,1.5 L,170,Benzin,0 km,Ağ,Minivan,2024,Avtomat,Ön,Bəli,7,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Changan,Qiyuan A05,26500,AZN,2025,1.5 L,190,Plug-in Hibrid,0 km,Yaş Asfalt,Sedan,2025,Variator,Ön,Bəli,,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Cadillac,Escalade,119000,USD,2023,3.0 L,277,Dizel,20 000 km,Qara,"Offroader / SUV, 5 qapı",2023,Avtomat,Tam,Xeyr,,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Mitsubishi,Eclipse Cross,27900,USD,2025,2.0 L,150,Benzin,0 km,Qara,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Mercedes,Vito 119,22000,AZN,2008,2.2 L,109,Dizel,518 400 km,Ağ,Minivan,2008,Mexaniki,Arxa,Xeyr,,,"Vuruğu yoxdur, rənglənib",Amerika,Bakı
Toyota,RAV4,51500,AZN,2022,2.0 L,175,Benzin,28 500 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2022,Avtomat,Arxa,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Mercedes,S 500,42000,USD,2013,4.7 L,435,Benzin,200 000 km,Qara,Sedan,2013,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Hyundai,Grandeur,23700,AZN,2011,3.0 L,250,Benzin,187 000 km,Qara,Sedan,2011,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Mercedes,Vito,26500,AZN,2009,2.2 L,116,Dizel,255 563 km,Ağ,Minivan,2009,Mexaniki,Arxa,Xeyr,8+,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Chevrolet,Malibu,15500,AZN,2016,1.5 L,160,Benzin,205 000 km,Tünd qırmızı,Sedan,2016,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Changan,Qiyuan Q07,47900,AZN,2025,1.5 L,224,Plug-in Hibrid,0 km,Qara,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,,0,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Toyota,Land Cruiser,34900,USD,2012,4.6 L,309,Benzin,230 000 km,Qara,"Offroader / SUV, 5 qapı",2012,Avtomat,Tam,Xeyr,7,1,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Changan,Qiyuan Q07,44200,AZN,2025,1.5 L,224,Plug-in Hibrid,0 km,Qara,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,1,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Hyundai,Elantra,24800,AZN,2018,2.0 L,150,Benzin,168 981 km,Qara,Sedan,2018,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Kia,Sorento,35300,AZN,2018,2.0 L,184,Dizel,185 000 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2018,Avtomat,Ön,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Maserati,Ghibli,39900,USD,2018,3.0 L,430,Benzin,49 000 km,Qara,Sedan,2018,Avtomat,Tam,Xeyr,,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
Ford,Fusion (North America),18800,AZN,2017,1.5 L,184,Benzin,85 495 km,Yaş Asfalt,Sedan,2017,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Changan,Qiyuan Q05,28800,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Boz,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Toyota,RAV4,28000,USD,2022,2.0 L,149,Benzin,28 000 km,Boz,"Offroader / SUV, 5 qapı",2022,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
BMW,528,22500,USD,2015,2.0 L,245,Benzin,194 000 km,Göy,Sedan,2015,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Changan,CS 35 Plus,30400,AZN,2024,1.4 L,158,Benzin,0 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2024,Robot,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Mercedes,Vito 111,26200,AZN,2009,2.2 L,116,Dizel,467 958 km,Qara,Minivan,2009,Mexaniki,Arxa,Xeyr,7,0,"Vuruğu yoxdur, rənglənib",Avropa,Bakı
Toyota,Prius,10300,AZN,2009,1.5 L,76,Hibrid,469 928 km,Qara,Liftbek,2009,Variator,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Sumqayıt
Mercedes,C 300,29800,USD,2019,2.0 L,249,Benzin,73 100 km,Qara,Sedan,2019,Avtomat,Arxa,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",,Bakı
Lexus,LX 470,18500,AZN,2002,4.7 L,234,Benzin,270 000 km,Qara,"Offroader / SUV, 5 qapı",2002,Avtomat,Tam,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Changan,Qiyuan Q05,29500,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Lexus,LX 570,79800,USD,2017,5.7 L,367,Benzin,110 000 km,Qara,"Offroader / SUV, 5 qapı",2017,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Geely,Monjaro,24600,USD,2025,1.5 L,295,Hibrid,0 km,Boz,"Offroader / SUV, 5 qapı",2025,Robot,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Toyota,Land Cruiser,34800,USD,2013,4.0 L,282,Benzin,150 000 km,Ağ,"Offroader / SUV, 5 qapı",2013,Avtomat,Tam,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Land,Rover Discovery,36900,USD,2019,3.0 L,340,Benzin,55 000 km,Qara,"Offroader / SUV, 5 qapı",2019,Avtomat,Tam,Xeyr,7,,"Vuruğu yoxdur, rənglənib",Amerika,Bakı
BYD,Seal 05,23300,AZN,2025,1.5 L,290,Plug-in Hibrid,0 km,Ağ,Sedan,2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
BMW,530,25000,USD,2017,2.0 L,245,Benzin,192 000 km,Göy,Sedan,2017,Avtomat,Arxa,Xeyr,5,0,"Vuruğu yoxdur, rənglənib",Amerika,Gəncə
Nissan,X-Trail,17800,AZN,2010,2.5 L,170,Benzin,203 217 km,Ağ,"Offroader / SUV, 5 qapı",2010,Variator,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Mazda,CX-9,18900,AZN,2009,3.7 L,277,Benzin,148 000 km,Göy,"Offroader / SUV, 5 qapı",2009,Avtomat,Tam,Xeyr,7,1,"Vuruğu yoxdur, rənglənməyib",,Bakı
LADA,(VAZ) Niva,12900,AZN,2013,1.7 L,132,Benzin,190 000 km,Ağ,"Offroader / SUV, 3 qapı",2013,Mexaniki,Tam,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Rusiya,Ağcabədi
Lynk,& Co 900,84900,AZN,2025,1.5 L,721,Plug-in Hibrid,0 km,Göy,"Offroader / SUV, 5 qapı",2025,Reduktor,Tam,Bəli,6,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Mercedes,GLS 450 4MATIC,142000,USD,2023,3.0 L,367,Benzin,0 km,Qara,"Offroader / SUV, 5 qapı",2023,Avtomat,Tam,Bəli,7,0,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Avatr,07,46900,USD,2025,1.5 L,521,Hibrid,0 km,Yaşıl,"Offroader / SUV, 5 qapı",2025,Avtomat,Tam,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Toyota,Prius,14900,AZN,2008,1.5 L,76,Hibrid,240 000 km,Yaş Asfalt,Liftbek,2008,Variator,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
LADA,(VAZ) Niva,21000,AZN,2025,1.7 L,83,Benzin,0 km,Qara,"Offroader / SUV, 3 qapı",2025,Mexaniki,Tam,Bəli,,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Kia,Forte,15850,AZN,2010,1.6 L,128,Dizel,162 000 km,Qara,Sedan,2010,Avtomat,Ön,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",,Bakı
Mercedes,E 300,32000,USD,2018,2.0 L,245,Benzin,77 647 km,Ağ,Sedan,2018,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Mercedes,Vito 115,22500,AZN,2007,2.2 L,150,Dizel,600 000 km,Gümüşü,Minivan,2007,Mexaniki,Arxa,Xeyr,8+,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Kia,Rio,24400,AZN,2020,1.6 L,123,Benzin,89 600 km,Ağ,Sedan,2020,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Kia,Sorento,26300,AZN,2013,2.0 L,184,Dizel,187 000 km,Qara,"Offroader / SUV, 5 qapı",2013,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Kia,K3,18800,AZN,2015,1.6 L,115,Dizel,260 000 km,Gümüşü,Sedan,2015,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Jeep,Grand Cherokee,19500,AZN,2011,5.7 L,360,Benzin,330 000 km,Ağ,"Offroader / SUV, 5 qapı",2011,Avtomat,Tam,Xeyr,,0,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Toyota,Corolla Fielder,22900,AZN,2019,1.5 L,74,Hibrid,26 421 km,Ağ,"Universal, 5 qapı",2019,Variator,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Yaponiya,Bakı
Daewoo,Lanos,4500,AZN,2010,1.5 L,90,Benzin,261 369 km,Qara,Sedan,2010,Mexaniki,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Digər,Siyəzən
BYD,Qin Plus,11400,USD,2025,1.5 L,290,Plug-in Hibrid,0 km,Ağ,Sedan,2025,Variator,Ön,Bəli,5,1,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Chevrolet,Lacetti,7500,AZN,2008,1.6 L,109,Benzin,296 000 km,Mavi,Sedan,2008,Mexaniki,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Changan,Qiyuan Q07,44200,AZN,2025,1.5 L,224,Plug-in Hibrid,0 km,Qara,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,1,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Hyundai,Elantra,24800,AZN,2018,2.0 L,150,Benzin,168 981 km,Qara,Sedan,2018,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Kia,Sorento,35300,AZN,2018,2.0 L,184,Dizel,185 000 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2018,Avtomat,Ön,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Maserati,Ghibli,39900,USD,2018,3.0 L,430,Benzin,49 000 km,Qara,Sedan,2018,Avtomat,Tam,Xeyr,,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
Ford,Fusion (North America),18800,AZN,2017,1.5 L,184,Benzin,85 495 km,Yaş Asfalt,Sedan,2017,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Changan,Qiyuan Q05,28800,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Boz,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Toyota,RAV4,28000,USD,2022,2.0 L,149,Benzin,28 000 km,Boz,"Offroader / SUV, 5 qapı",2022,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
BMW,528,22500,USD,2015,2.0 L,245,Benzin,194 000 km,Göy,Sedan,2015,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Changan,CS 35 Plus,30400,AZN,2024,1.4 L,158,Benzin,0 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2024,Robot,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Mercedes,Vito 111,26200,AZN,2009,2.2 L,116,Dizel,467 958 km,Qara,Minivan,2009,Mexaniki,Arxa,Xeyr,7,0,"Vuruğu yoxdur, rənglənib",Avropa,Bakı
Toyota,Prius,10300,AZN,2009,1.5 L,76,Hibrid,469 928 km,Qara,Liftbek,2009,Variator,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Sumqayıt
Mercedes,C 300,29800,USD,2019,2.0 L,249,Benzin,73 100 km,Qara,Sedan,2019,Avtomat,Arxa,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",,Bakı
Lexus,LX 470,18500,AZN,2002,4.7 L,234,Benzin,270 000 km,Qara,"Offroader / SUV, 5 qapı",2002,Avtomat,Tam,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Changan,Qiyuan Q05,29500,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Lexus,LX 570,79800,USD,2017,5.7 L,367,Benzin,110 000 km,Qara,"Offroader / SUV, 5 qapı",2017,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Geely,Monjaro,24600,USD,2025,1.5 L,295,Hibrid,0 km,Boz,"Offroader / SUV, 5 qapı",2025,Robot,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Toyota,Land Cruiser,34800,USD,2013,4.0 L,282,Benzin,150 000 km,Ağ,"Offroader / SUV, 5 qapı",2013,Avtomat,Tam,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Land,Rover Discovery,36900,USD,2019,3.0 L,340,Benzin,55 000 km,Qara,"Offroader / SUV, 5 qapı",2019,Avtomat,Tam,Xeyr,7,,"Vuruğu yoxdur, rənglənib",Amerika,Bakı
BYD,Seal 05,23300,AZN,2025,1.5 L,290,Plug-in Hibrid,0 km,Ağ,Sedan,2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
BMW,530,25000,USD,2017,2.0 L,245,Benzin,192 000 km,Göy,Sedan,2017,Avtomat,Arxa,Xeyr,5,0,"Vuruğu yoxdur, rənglənib",Amerika,Gəncə
Nissan,X-Trail,17800,AZN,2010,2.5 L,170,Benzin,203 217 km,Ağ,"Offroader / SUV, 5 qapı",2010,Variator,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Changan,Deepal S09,47000,USD,2025,1.5 L,318,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Tam,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Toyota,Frontlander,39800,AZN,2025,2.0 L,197,Hibrid,0 km,Qara,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
Hyundai,Sonata,60900,AZN,2025,2.0 L,193,Hibrid,0 km,Qara,Sedan,2025,Avtomat,Ön,Bəli,,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Kia,EV9,119000,AZN,2024,380 a.g. / Elektro,380 a.g. / Elektro,380 a.g. / Elektro,0 km,Qara,"Offroader / SUV, 5 qapı",2024,Reduktor,Tam,Bəli,,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Hyundai,Santa Fe,20600,AZN,2007,2.0 L,184,Dizel,203 000 km,Ağ,"Offroader / SUV, 5 qapı",2007,Avtomat,Ön,Xeyr,7,1,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Changan,Uni-Z,20700,USD,2025,1.5 L,215,Plug-in Hibrid,0 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
BMW,428,27500,AZN,2015,2.0 L,245,Benzin,167 000 km,Gümüşü,Liftbek,2015,Avtomat,Arxa,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Opel,Astra,9500,AZN,2008,1.3 L,90,Dizel,342 000 km,Göy,"Hetçbek, 5 qapı",2008,Mexaniki,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
Mercedes,E 220 d,18500,AZN,2001,2.2 L,143,Dizel,250 000 km,Boz,Sedan,2001,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Hyundai,Matrix,9800,AZN,2006,1.5 L,102,Dizel,221 000 km,Göy,Kompakt-Van,2006,Mexaniki,Ön,Xeyr,,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Hyundai,ix35,20300,AZN,2012,2.0 L,163,Benzin,317 000 km,Ağ,"Offroader / SUV, 5 qapı",2012,Avtomat,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Toyota,Corolla,11900,AZN,2005,1.4 L,90,Dizel,258 000 km,Göy,"Hetçbek, 5 qapı",2005,Mexaniki,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Avropa,Sumqayıt
Maserati,Ghibli,39900,USD,2018,3.0 L,430,Benzin,49 000 km,Qara,Sedan,2018,Avtomat,Tam,Xeyr,,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
Ford,Fusion (North America),18800,AZN,2017,1.5 L,184,Benzin,85 495 km,Yaş Asfalt,Sedan,2017,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Changan,Qiyuan Q05,28800,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Boz,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Toyota,RAV4,28000,USD,2022,2.0 L,149,Benzin,28 000 km,Boz,"Offroader / SUV, 5 qapı",2022,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
BMW,528,22500,USD,2015,2.0 L,245,Benzin,194 000 km,Göy,Sedan,2015,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Changan,CS 35 Plus,30400,AZN,2024,1.4 L,158,Benzin,0 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2024,Robot,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Mercedes,Vito 111,26200,AZN,2009,2.2 L,116,Dizel,467 958 km,Qara,Minivan,2009,Mexaniki,Arxa,Xeyr,7,0,"Vuruğu yoxdur, rənglənib",Avropa,Bakı
Toyota,Prius,10300,AZN,2009,1.5 L,76,Hibrid,469 928 km,Qara,Liftbek,2009,Variator,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Sumqayıt
Mercedes,C 300,29800,USD,2019,2.0 L,249,Benzin,73 100 km,Qara,Sedan,2019,Avtomat,Arxa,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",,Bakı
Lexus,LX 470,18500,AZN,2002,4.7 L,234,Benzin,270 000 km,Qara,"Offroader / SUV, 5 qapı",2002,Avtomat,Tam,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Changan,Qiyuan Q05,29500,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Lexus,LX 570,79800,USD,2017,5.7 L,367,Benzin,110 000 km,Qara,"Offroader / SUV, 5 qapı",2017,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Geely,Monjaro,24600,USD,2025,1.5 L,295,Hibrid,0 km,Boz,"Offroader / SUV, 5 qapı",2025,Robot,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Toyota,Land Cruiser,34800,USD,2013,4.0 L,282,Benzin,150 000 km,Ağ,"Offroader / SUV, 5 qapı",2013,Avtomat,Tam,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Land,Rover Discovery,36900,USD,2019,3.0 L,340,Benzin,55 000 km,Qara,"Offroader / SUV, 5 qapı",2019,Avtomat,Tam,Xeyr,7,,"Vuruğu yoxdur, rənglənib",Amerika,Bakı
BYD,Seal 05,23300,AZN,2025,1.5 L,290,Plug-in Hibrid,0 km,Ağ,Sedan,2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
BMW,530,25000,USD,2017,2.0 L,245,Benzin,192 000 km,Göy,Sedan,2017,Avtomat,Arxa,Xeyr,5,0,"Vuruğu yoxdur, rənglənib",Amerika,Gəncə
Nissan,X-Trail,17800,AZN,2010,2.5 L,170,Benzin,203 217 km,Ağ,"Offroader / SUV, 5 qapı",2010,Variator,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Mazda,CX-9,18900,AZN,2009,3.7 L,277,Benzin,148 000 km,Göy,"Offroader / SUV, 5 qapı",2009,Avtomat,Tam,Xeyr,7,1,"Vuruğu yoxdur, rənglənməyib",,Bakı
LADA,(VAZ) Niva,12900,AZN,2013,1.7 L,132,Benzin,190 000 km,Ağ,"Offroader / SUV, 3 qapı",2013,Mexaniki,Tam,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Rusiya,Ağcabədi
Lynk,& Co 900,84900,AZN,2025,1.5 L,721,Plug-in Hibrid,0 km,Göy,"Offroader / SUV, 5 qapı",2025,Reduktor,Tam,Bəli,6,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Kia,K7,34500,AZN,2016,2.2 L,202,Dizel,178 000 km,Qara,Sedan,2016,Avtomat,Ön,Xeyr,,1,"Vuruğu yoxdur, rənglənməyib",,Bakı
PAZ,32054,10000,AZN,2001,4.3 L,150,Dizel,50 000 km,Ağ,Avtobus,2001,Mexaniki,Arxa,Xeyr,8+,,"Vuruğu yoxdur, rənglənməyib",Digər,Şəmkir
Toyota,RAV4,33500,AZN,2016,2.0 L,180,Benzin,135 500 km,Ağ,"Offroader / SUV, 5 qapı",2016,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Mercedes,G 63 AMG,297555,USD,2022,4.5 L,900,Benzin,12 000 km,Boz,"Offroader / SUV, 5 qapı",2022,Avtomat,Tam,Xeyr,,1,"Vuruğu yoxdur, rənglənməyib",,Bakı
Changan,Qiyuan Q05,29800,AZN,2024,1.5 L,215,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2024,Variator,Ön,Bəli,5,1,"Vuruğu yoxdur, rənglənməyib",Çin,Sumqayıt
Changan,CS 55 Plus,18900,USD,2025,1.5 L,313,Plug-in Hibrid,0 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Mercedes,GLS 450 4MATIC,82900,USD,2020,3.0 L,367,Benzin,70 000 km,Qara,"Offroader / SUV, 5 qapı",2020,Avtomat,Tam,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Mercedes,Atego 818,32500,AZN,2008,4.3 L,177,Dizel,501 865 km,Ağ,Yük maşını,2008,Mexaniki,Arxa,Xeyr,,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
Opel,Vectra,5600,AZN,1997,1.8 L,116,Benzin,154 560 km,Bej,Sedan,1997,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Digər,Sumqayıt
Audi,e-tron Sportback,39900,USD,2022,408 a.g. / Elektro,408 a.g. / Elektro,408 a.g. / Elektro,46 000 km,Qara,"Offroader / SUV, 5 qapı",2022,Reduktor,Tam,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
